Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Author Keywords,Index Keywords,Document Type,Publication Stage,Open Access,Source,EID
"Götz L., Glauben T., Brümmer B.","37066033600;57203537824;7003848717;","Wheat export restrictions and domestic market effects in Russia and Ukraine during the food crisis",2013,"Food Policy","38","1",,"214","226",,93,"10.1016/j.foodpol.2012.12.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872389027&doi=10.1016%2fj.foodpol.2012.12.001&partnerID=40&md5=7297f112d19a59dba2d66cd59d241bd3","Export controls; Food crisis; Food security; Markov switching error-correction model; Price insulation; Russia; Spatial price transmission; Ukraine; Wheat market","export; food policy; Markov chain; numerical model; wheat; Russian Federation; Ukraine; Triticum aestivum",Article,"Final","",Scopus,2-s2.0-84872389027
"Ejaz Qureshi M., Hanjra M.A., Ward J.","7202874879;23090765200;57206586633;","Impact of water scarcity in Australia on global food security in an era of climate change",2013,"Food Policy","38","1",,"136","145",,102,"10.1016/j.foodpol.2012.11.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871483137&doi=10.1016%2fj.foodpol.2012.11.003&partnerID=40&md5=69b708e1e150d18bc811308744624883","Australian food exports; Drought; Economic model; Global food security; Water scarcity","agricultural production; agricultural trade; climate change; commodity price; drought; economic analysis; export; food security; international trade; resource scarcity; socioeconomic impact; water resource; Australia; Murray-Darling Basin; Triticum aestivum",Article,"Final","",Scopus,2-s2.0-84871483137
"da Costa M.d.J., Lopes M., Ximenes A., Ferreira A.d.R., Spyckerelle L., Williams R., Nesbitt H., Erskine W.","55584333700;55584542500;55584487700;59579702400;16043732300;55495841800;34873148800;57207534853;","Household food insecurity in Timor-Leste",2013,"Food Security","5","1",,"83","94",,38,"10.1007/s12571-012-0228-6","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873507082&doi=10.1007%2fs12571-012-0228-6&partnerID=40&md5=f806ec6e2c73880ce5bfd3461b19fb0b","Agricultural production; Food imports; Household food security; Hungry season; Social networks; Wild food resources","agricultural management; climate change; crop production; food security; harvesting; household survey; information management; seasonal variation; Lesser Sunda Islands; Sunda Isles; Timor; Timor-Leste; Animalia; Zea mays",Article,"Final","",Scopus,2-s2.0-84873507082
"Rutten M., Shutes L., Meijerink G.","36817646900;55443602600;6506410968;","Sit down at the ball game: How trade barriers make the world less food secure",2013,"Food Policy","38","1",,"1","10",,64,"10.1016/j.foodpol.2012.09.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84868252936&doi=10.1016%2fj.foodpol.2012.09.002&partnerID=40&md5=d2f2ad9c6db0cf18411e5b30d1c0bd11","CGE modelling; Food security; International grain trade; Trade liberalisation; Trade measures; World food crisis","export; food security; international trade; price dynamics; trade liberalization; trade policy; wheat; World Trade Organization; Africa; Asia; Triticum aestivum",Article,"Final","All Open Access, Green",Scopus,2-s2.0-84868252936
"Siwar C., Ahmed F., Begum R.A.","6506959872;37114081300;14007780000;","Climate change, agriculture and food security issues: Malaysian perspective",2013,"Journal of Food, Agriculture and Environment","11","2",,"1118","1123",,23,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84880307278&partnerID=40&md5=3aa4e1a0665f8adcf4741202f66b52d2","Agriculture; Climate change; Food security; Malaysia","palm oil; rain; rubber; agriculture; article; cacao; climate change; food industry; food security; grain yield; harvest; human; humidity; irrigation (agriculture); Malaysia; nonhuman; productivity; rice; sea surface temperature; soil moisture",Article,"Final","",Scopus,2-s2.0-84880307278
"Lawrence G., Richards C., Lyons K.","7202287787;23010265200;55204083900;","Food security in Australia in an era of neoliberalism, productivism and climate change",2013,"Journal of Rural Studies","29",,,"30","39",,163,"10.1016/j.jrurstud.2011.12.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84873274342&doi=10.1016%2fj.jrurstud.2011.12.005&partnerID=40&md5=d55b028972a18b411f107b63dbb403de","Australia; Climate change; Environmental degradation; Food security; Neoliberalism; Productivism","climate change; commodity market; environmental degradation; food production; food security; foreign direct investment; import; incentive; neoliberalism; productivity; Australia; Triticum aestivum",Article,"Final","",Scopus,2-s2.0-84873274342
"Katic P.G., Namara R.E., Hope L., Owusu E., Fujii H.","49663586200;16234237500;55850695900;54179625200;58344498200;","Rice and irrigation in West Africa: Achieving food security with agricultural water management strategies",2013,"Water Resources and Economics","1",,,"75","92",,33,"10.1016/j.wre.2013.03.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84883745618&doi=10.1016%2fj.wre.2013.03.001&partnerID=40&md5=209df77a81c63d8a228c23af1cc77292","Food security; Irrigation; Policy Analysis Matrix; Rice profitability; West Africa",,Article,"Final","",Scopus,2-s2.0-84883745618
"Gilbert C.L.","7201382608;","International agreements to manage food price volatility",2012,"Global Food Security","1","2",,"134","142",,16,"10.1016/j.gfs.2012.10.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84872274217&doi=10.1016%2fj.gfs.2012.10.001&partnerID=40&md5=938f32c65720cda3e17a59c7f9310383","Biofuel; Food security stock; International agreement; Volatility",,Review,"Final","",Scopus,2-s2.0-84872274217
"Wu F., Zhang D., Zhang J.","24175463600;55083387600;37065655900;","Will the development of bioenergy in China create a food security problem? Modeling with fuel ethanol as an example",2012,"Renewable Energy","47",,,"127","134",,14,"10.1016/j.renene.2012.03.039","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84860786505&doi=10.1016%2fj.renene.2012.03.039&partnerID=40&md5=64de50fe62b3090799db0cad8304e9b9","Bioenergy; Corn fuel ethanol; Food security","Bio-energy; Dynamic equilibrium; Food security; Fuel ethanol; Import sources; Price rise; Safety problems; Status quo; Theoretical models; Trade policies; Costs; Food supply; International trade; Problem solving; bioenergy; biofuel; ethanol; food safety; food security; international trade; maize; price dynamics; subsidy system; trade policy; China; Zea mays",Article,"Final","",Scopus,2-s2.0-84860786505
"Zolin M.B., Andreosso-O'Callaghan B.","23394441500;6603154687;","Rice price volatility: Sustainable policies in Asia and Europe",2012,"Asian Business and Management","11","3",,"251","271",,2,"10.1057/abm.2012.10","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84863084663&doi=10.1057%2fabm.2012.10&partnerID=40&md5=1420843e32acee44e23afd13ac97d3f0","food security; public policies; regression analysis; rice market",,Review,"Final","",Scopus,2-s2.0-84863084663
"Yoo S.-H., Kim T., Im J.-B., Choi J.-Y.","16680241000;55696493200;37064817400;57199098542;","Estimation of the international virtual water flow of grain crop products in Korea",2012,"Paddy and Water Environment","10","2",,"83","93",,13,"10.1007/s10333-011-0267-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862116543&doi=10.1007%2fs10333-011-0267-1&partnerID=40&md5=9212b6f3d73e74447e1c9b1dea3654e4","Grain crop; Virtual water; Virtual water flow; Water footprint; Water saving","Grain crops; Virtual water; Virtual water-flow; Water footprint; Water saving; Flow of water; Food supply; Grain (agricultural product); Hydraulics; International trade; Oilseeds; Water conservation; Water resources; Water supply; Crops; Glycine max; Triticum aestivum; Zea mays",Article,"Final","",Scopus,2-s2.0-84862116543
"Baig M.B., Shayaa Al-Shay M., Straquadine G.S.","24467428400;55227330100;54941369200;","Agricultural extension in the kingdom of Saudi Arabia: Difficult present and demanding future",2012,"Journal of Animal and Plant Sciences","22","1",,"239","246",,50,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861450992&partnerID=40&md5=e7bd771825966d98aa957812df38ef8c","Agricultural production; Arid environment; Capacity building; Natural resources; Self-sufficiency; Sustainable agriculture","Allium cepa; Citrullus lanatus var. lanatus; Citrus; Cucumis sativus; Hordeum; Lycopersicon esculentum; Phoenix dactylifera; Solanum melongena; Solanum tuberosum; Triticum aestivum; Vitaceae",Article,"Final","",Scopus,2-s2.0-84861450992
"Sawaan H.K.","55005986900;","The corruption of political elites in Iraq - an economic analysis",2012,"Contemporary Arab Affairs","5","1",,"107","127",,9,"10.1080/17550912.2012.649586","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84857223540&doi=10.1080%2f17550912.2012.649586&partnerID=40&md5=5fbc5e4605d16059324514a7799c4b3a","accountability; blackmail; corrupt Iraqi political elites; corruption in Iraq; development opportunities; embezzlement; environmental corruption; foreign corporations; graft and kickback schemes in Iraq; international economic institutions; Iraqi sovereignty; non-governmental organizations (NGOs); the Iraqi judiciary",,Article,"Final","",Scopus,2-s2.0-84857223540
"Lewis K., Witham C.","55521728200;57204987677;","Agricultural commodities and climate change",2012,"Climate Policy","12","SUPPL. 1",,"S53","S61",,29,"10.1080/14693062.2012.728790","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84871004246&doi=10.1080%2f14693062.2012.728790&partnerID=40&md5=7ce744a3190d56a7aa6182740c49343c","adaptation; climate change; climate impacts; food production; food security; integrated assessment; international trade; resilience","agricultural market; carbon dioxide; climate change; commodity market; environmental policy; food production; food security; international trade; temperature; water availability; Argentina; Canada; Europe; Russian Federation",Article,"Final","",Scopus,2-s2.0-84871004246
"Wang A.","23487338200;","The road to food security",2011,"Taiwan Review","61","7",,"36","41",,,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-79960218025&partnerID=40&md5=d65b403f455acc7bf8727c635636ccc0",,,Article,"Final","",Scopus,2-s2.0-79960218025
"Tanaka T., Hosoe N.","59784004400;55936781200;","Does agricultural trade liberalization increase risks of supply-side uncertainty?: Effects of productivity shocks and export restrictions on welfare and food supply in Japan",2011,"Food Policy","36","3",,"368","377",,47,"10.1016/j.foodpol.2011.01.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79955464063&doi=10.1016%2fj.foodpol.2011.01.002&partnerID=40&md5=85f83ebc4911389a1119af04c2ad9856","Agricultural trade protection; Emergency stocks; Food security; Food self-sufficiency rate; Productivity shocks","agricultural trade; export; food security; food supply; free trade; import; productivity; trade liberalization; welfare impact; Japan",Article,"Final","",Scopus,2-s2.0-79955464063
"Kienzler K.M., Rudenko I., Ruzimov J., Ibragimov N., Lamers J.P.A.","22985067700;24464665400;35488658200;22985351000;7005714365;","Winter wheat quantity or quality? Assessing food security in Uzbekistan",2011,"Food Security","3","1",,"53","64",,15,"10.1007/s12571-010-0109-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79952359825&doi=10.1007%2fs12571-010-0109-9&partnerID=40&md5=a2b92f42a65de306aaf4379a6f7064f8","Baking quality; Food security; Uzbekistan; Winter wheat","agricultural economics; agricultural management; agricultural policy; cost-benefit analysis; crop production; demand analysis; fertilizer application; food production; food quality; food security; import; land use planning; resource allocation; wheat; Uzbekistan; Gossypium hirsutum; Triticum aestivum",Article,"Final","",Scopus,2-s2.0-79952359825
"Falvey L.","56016703500;","Lessons in food security",2011,"Asian Agri-History","15","1",,"59","71",,1,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-78751662712&partnerID=40&md5=59438ee5f2c044f0c1712186591bec6d",,"agricultural production; demand analysis; food security; governance approach; historical record; international organization; international trade; marginalization; psychology; rice; spatiotemporal analysis; India",Article,"Final","",Scopus,2-s2.0-78751662712
"Seck P.A., Tollens E., Wopereis M.C.S., Diagne A., Bamba I.","55931907200;6602973652;7004110300;23033886300;36093966500;","Rising trends and variability of rice prices: Threats and opportunities for sub-Saharan Africa",2010,"Food Policy","35","5",,"403","411",,115,"10.1016/j.foodpol.2010.05.003","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956189275&doi=10.1016%2fj.foodpol.2010.05.003&partnerID=40&md5=646ec5424e00f0ecfcafab3169cf60bc","Competitiveness; Rice technologies; Sub-Saharan Africa; World rice markets","agricultural technology; competitiveness; crop production; food market; food security; food supply; paddy farming; price dynamics; rice; Sub-Saharan Africa",Article,"Final","",Scopus,2-s2.0-77956189275
"Tey Y.S.","26026139600;","Malaysia's strategic food security approach",2010,"International Food Research Journal","17","3",,"501","507",,20,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-77956639884&partnerID=40&md5=37231f6ac1b67ec00e102ab2faaf7a97","Food security; Malaysia",,Review,"Final","",Scopus,2-s2.0-77956639884
"El-Sadek A.","55902035900;","Virtual Water Trade as a Solution for Water Scarcity in Egypt",2010,"Water Resources Management","24","11",,"2437","2448",,53,"10.1007/s11269-009-9560-9","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77955770219&doi=10.1007%2fs11269-009-9560-9&partnerID=40&md5=79bbc9cda80ae7ca20caa689e28a756f","Economical situation; Egypt; Policy option; Virtual water; Water scarcity","Economical situation; Egypt; Policy options; Virtual water; Water scarcity; Cultivation; International trade; Water supply; Water resources; food security; import; policy strategy; trade; water level; water management; water planning; water resource; water use efficiency; Egypt; Triticum aestivum; Zea mays",Article,"Final","",Scopus,2-s2.0-77955770219
"Dorosh P.A., Dradri S., Haggblade S.","6603810543;26424642200;6603234885;","Regional trade, government policy and food security: Recent evidence from Zambia",2009,"Food Policy","34","4",,"350","366",,77,"10.1016/j.foodpol.2009.02.001","https://www.scopus.com/inward/record.uri?eid=2-s2.0-67650424268&doi=10.1016%2fj.foodpol.2009.02.001&partnerID=40&md5=05f1c681cf4e0539dc5cf6b01bfe8398","Food aid; Food security; Sub-Saharan Africa; Trade policy","aid flow; crop production; econometrics; food aid; food consumption; food market; food policy; food security; regional trade; trade policy; Africa; Southern Africa; Sub-Saharan Africa; Zambia; Manihot esculenta; Zea mays",Article,"Final","",Scopus,2-s2.0-67650424268
"Morrone M., Stuart B.J., McHenry I., Buckley G.L.","7004710782;7102231967;25641733800;8340681300;","The challenges of biofuels from the perspective of small-scale producers in Ohio",2009,"Energy Policy","37","2",,"522","530",,16,"10.1016/j.enpol.2008.09.082","https://www.scopus.com/inward/record.uri?eid=2-s2.0-58149119496&doi=10.1016%2fj.enpol.2008.09.082&partnerID=40&md5=e0f89109bac88746dfc5f426cb2ab3f2","Biofuels; Challenges; Sustainability","Biodiesel; Ethanol; Ethanol fuels; Fuels; International trade; Raw materials; Biofuel productions; Challenges; Food securities; Low prices; Oil imports; Renewable fuels; Small businesses; Sustainability; Traditional fuels; United States; Biofuels; alternative fuel; biofuel; price dynamics; renewable resource; small scale industry; sustainability; North America; Ohio; United States; Glycine max; Zea mays",Article,"Final","",Scopus,2-s2.0-58149119496
"Gregory P.J., Ingram J.S.I.","55584799257;7102464517;","Climate change and the current 'food crisis'",2008,"CAB Reviews: Perspectives in Agriculture, Veterinary Science, Nutrition and Natural Resources","3",,"099","","",,13,"10.1079/PAVSNNR20083099","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84866727348&doi=10.1079%2fPAVSNNR20083099&partnerID=40&md5=f3e952b5f3ff97e4dfe0296a10a5ae67","Biofuels; Climate variation; Crop production; Food security; Yield",,Review,"Final","",Scopus,2-s2.0-84866727348
"Ramphul, Neelam","57223783823;57223919966;","Liberalization of Wheat: Production, Prices and Trade",2008,"Foreign Trade Review","43","2",,"55","85",,1,"10.1177/0015732515080203","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85058544220&doi=10.1177%2f0015732515080203&partnerID=40&md5=a644ffc30607399f141a537820e1d50f",,,Article,"Final","",Scopus,2-s2.0-85058544220
"Cassman K.G., Liska A.J.","7003725994;24175706400;","Food and fuel for all: Realistic or foolish?",2007,"Biofuels, Bioproducts and Biorefining","1","1",,"18","23",,188,"10.1002/bbb.3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-41149145637&doi=10.1002%2fbbb.3&partnerID=40&md5=3a6815591c9d1ccb0811d508985a2abc","Biofuels; Corn-ethanol; Crop yields; Food security; Sustainability","Agricultural commodities; Biofuel production; Corn-ethanol; Crop production; Crop yield; Environmental quality; Food insecurity; Food prices; Food production; Food security; Oil seed crops; Rapid expansion; Rapid response; Research and development; Cultivation; Developing countries; Ethanol; International trade; Network security; Sugar (sucrose); Sustainable development; Crops",Article,"Final","All Open Access, Bronze",Scopus,2-s2.0-41149145637
"Chabot P., Dorosh P.A.","15819172100;6603810543;","Wheat markets, food aid and food security in Afghanistan",2007,"Food Policy","32","3",,"334","353",,54,"10.1016/j.foodpol.2006.07.002","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33947115295&doi=10.1016%2fj.foodpol.2006.07.002&partnerID=40&md5=7e6ad5991fc8c102db8f8eeb754dfdf4","Afghanistan; Agricultural markets; Food aid; Food security","agricultural market; econometrics; food aid; food market; food security; food supply; price dynamics; wheat; Afghanistan; Asia; Eurasia; South Asia; Triticum aestivum",Article,"Final","",Scopus,2-s2.0-33947115295
"Balasubramanian V., Sie M., Hijmans R.J., Otsuka K.","58375507100;6603035875;6603058114;7402086854;","Increasing Rice Production in Sub-Saharan Africa: Challenges and Opportunities",2007,"Advances in Agronomy","94",,,"55","133",,325,"10.1016/S0065-2113(06)94002-4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-34247625641&doi=10.1016%2fS0065-2113%2806%2994002-4&partnerID=40&md5=7ea2cf2842d0b2bb00c97484e0cb62dd",,,Review,"Final","",Scopus,2-s2.0-34247625641
"Nkang N.M., Abang S.O., Akpan O.E., Edet E.O.","12142768400;35607082300;57212297519;12143014500;","Rice production, imports and food security in Nigeria: An application of cointegration and error correction model",2006,"Journal of Food, Agriculture and Environment","4","1",,"86","90",,2,,"https://www.scopus.com/inward/record.uri?eid=2-s2.0-32044472124&partnerID=40&md5=8b4bb5f8bda443ec1f17a3de6f2172dc","Demand; Domestic production; Elasticity; Error correction mechanism; Imports; Rice",,Article,"Final","",Scopus,2-s2.0-32044472124
"Zhao J., Liu W., Deng H.","36122031300;58737446900;7401775505;","The potential role of virtual water in solving water scarcity and food security problems in China",2005,"International Journal of Sustainable Development and World Ecology","12","4",,"419","428",,31,"10.1080/13504500509469651","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33644536143&doi=10.1080%2f13504500509469651&partnerID=40&md5=9323002f6fc66249e64447c7b553166c","Agriculture; Food imports; Food production; Policy relevance; Water resources","food availability; water resource; Asia; China; Eurasia; Far East; Triticum aestivum; Zea mays",Article,"Final","",Scopus,2-s2.0-33644536143
"Quader A.K.M.A.","57758767500;","Natural gas and the fertilizer industry",2003,"Energy for Sustainable Development","7","2",,"40","48",,17,"10.1016/S0973-0826(08)60353-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-38749138322&doi=10.1016%2fS0973-0826%2808%2960353-1&partnerID=40&md5=7f7fa8ad7d6c91dbcc2e4234e1abc96a",,"Ammonia; Boilers; Carbon; Carbon dioxide; Cement industry; Commerce; Costs; Economic analysis; Electric power transmission; Energy efficiency; Feedstocks; Fertilizers; Food supply; Fossil fuel power plants; Fuels; Gas industry; Gas plants; Gases; International trade; Investments; Metabolism; Natural gas; Natural gas transportation; Natural gasoline plants; Plant shutdowns; Urea; Urea fertilizers; Waste heat; Ammonia-urea complexes; Capacity utilization; Economic performance; Energy demand projections; Gas transmission systems; Generation and utilization; Natural gas consumption; Process modifications; Natural gas fields",Article,"Final","",Scopus,2-s2.0-38749138322
"Ryan J.","7404484342;","Assessing the impact of food policy research: Rice trade policies in Viet Nam",2002,"Food Policy","27","1",,"1","29",,10,"10.1016/S0306-9192(01)00024-0","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0036112169&doi=10.1016%2fS0306-9192%2801%2900024-0&partnerID=40&md5=56b9031597c276af6f99055ea687c97d","Food policy research; Impact evaluation; Rice trade; Viet Nam","cost-benefit analysis; economic impact; marketing; rice; trade policy; Viet Nam",Article,"Final","",Scopus,2-s2.0-0036112169
"Dorosh P.A.","6603810543;","Trade liberalization and national food security: Rice trade between Bangladesh and India",2001,"World Development","29","4",,"673","689",,79,"10.1016/S0305-750X(00)00121-2","https://www.scopus.com/inward/record.uri?eid=2-s2.0-0035040012&doi=10.1016%2fS0305-750X%2800%2900121-2&partnerID=40&md5=0fc4a660d245f76324a2cbe0cf12791a",,"agricultural trade; food security; rice; trade liberalization; Bangladesh; India",Article,"Final","",Scopus,2-s2.0-0035040012
